"","YEAR","MONTH","DATE","SITE","TRANSECT","QUAD","SIDE","FRONDS","HLD_DIAM","OBS_CODE","NOTES"
"2696",2003,8,"2003-08-11","NAPL",2,20,"I",15,40,19,NA
"2697",2003,8,"2003-08-11","NAPL",2,20,"I",27,60,19,NA
"2698",2003,8,"2003-08-11","NAPL",2,20,"I",32,80,19,NA
"2699",2003,8,"2003-08-11","NAPL",2,20,"I",65,70,19,NA
"2708",2003,8,"2003-08-11","NAPL",2,20,"O",6,15,19,NA
"2709",2003,8,"2003-08-11","NAPL",2,20,"O",6,25,19,NA
"2710",2003,8,"2003-08-11","NAPL",2,20,"O",7,25,19,NA
"2711",2003,8,"2003-08-11","NAPL",2,20,"O",8,20,19,NA
"2712",2003,8,"2003-08-11","NAPL",2,20,"O",10,50,19,NA
"2713",2003,8,"2003-08-11","NAPL",2,20,"O",13,30,19,NA
"2714",2003,8,"2003-08-11","NAPL",2,20,"O",13,40,19,NA
"2715",2003,8,"2003-08-11","NAPL",2,20,"O",15,4,19,NA
"2716",2003,8,"2003-08-11","NAPL",2,20,"O",18,30,19,NA
"2717",2003,8,"2003-08-11","NAPL",2,20,"O",18,50,19,NA
"2718",2003,8,"2003-08-11","NAPL",2,20,"O",18,70,19,NA
"2719",2003,8,"2003-08-11","NAPL",2,20,"O",19,20,19,NA
"2720",2003,8,"2003-08-11","NAPL",2,20,"O",25,5,19,NA
"2721",2003,8,"2003-08-11","NAPL",2,20,"O",26,40,19,NA
"2727",2003,8,"2003-08-11","NAPL",2,20,"O",18,50,19,NA
"2729",2003,8,"2003-08-11","NAPL",2,40,"I",4,10,19,NA
"2730",2003,8,"2003-08-11","NAPL",2,40,"I",4,20,19,NA
"2731",2003,8,"2003-08-11","NAPL",2,40,"I",4,25,19,NA
"2732",2003,8,"2003-08-11","NAPL",2,40,"I",6,30,19,NA
"2733",2003,8,"2003-08-11","NAPL",2,40,"I",12,40,19,NA
"2734",2003,8,"2003-08-11","NAPL",2,40,"I",14,30,19,NA
"2735",2003,8,"2003-08-11","NAPL",2,40,"I",23,40,19,NA
"2736",2003,8,"2003-08-11","NAPL",2,40,"I",24,65,19,NA
"2737",2003,8,"2003-08-11","NAPL",2,40,"I",48,70,19,NA
"2738",2003,8,"2003-08-11","NAPL",2,40,"I",60,20,19,NA
"2744",2003,8,"2003-08-11","NAPL",2,40,"O",4,15,19,NA
"2745",2003,8,"2003-08-11","NAPL",2,40,"O",4,40,19,NA
"2746",2003,8,"2003-08-11","NAPL",2,40,"O",5,10,19,NA
"2747",2003,8,"2003-08-11","NAPL",2,40,"O",5,15,19,NA
"2748",2003,8,"2003-08-11","NAPL",2,40,"O",5,25,19,NA
"2749",2003,8,"2003-08-11","NAPL",2,40,"O",6,25,19,NA
"2750",2003,8,"2003-08-11","NAPL",2,40,"O",7,30,19,NA
"2751",2003,8,"2003-08-11","NAPL",2,40,"O",8,15,19,NA
"2752",2003,8,"2003-08-11","NAPL",2,40,"O",8,25,19,NA
"2753",2003,8,"2003-08-11","NAPL",2,40,"O",9,15,19,NA
"2754",2003,8,"2003-08-11","NAPL",2,40,"O",10,20,19,NA
"2755",2003,8,"2003-08-11","NAPL",2,40,"O",10,30,19,NA
"2756",2003,8,"2003-08-11","NAPL",2,40,"O",16,45,19,NA
"2757",2003,8,"2003-08-11","NAPL",2,40,"O",18,55,19,NA
"2758",2003,8,"2003-08-11","NAPL",2,40,"O",25,40,19,NA
"2759",2003,8,"2003-08-11","NAPL",2,40,"O",30,45,19,NA
"2760",2003,8,"2003-08-11","NAPL",2,40,"O",56,60,19,NA
"2761",2003,8,"2003-08-11","NAPL",2,40,"O",56,80,19,NA
"2762",2003,8,"2003-08-11","NAPL",2,40,"O",95,80,19,NA
"2773",2003,8,"2003-08-11","NAPL",2,40,"O",4,10,19,NA
"2774",2003,8,"2003-08-11","NAPL",2,40,"O",4,10,19,NA
"2775",2003,8,"2003-08-11","NAPL",2,40,"O",4,15,19,NA
"2776",2003,8,"2003-08-11","NAPL",2,40,"O",6,30,19,NA
"2778",2003,8,"2003-08-11","NAPL",3,20,"I",5,22,31,NA
"2779",2003,8,"2003-08-11","NAPL",3,20,"I",5,24,31,NA
"2780",2003,8,"2003-08-11","NAPL",3,20,"I",6,22,31,NA
"2781",2003,8,"2003-08-11","NAPL",3,20,"I",7,25,31,NA
"2782",2003,8,"2003-08-11","NAPL",3,20,"I",7,48,31,NA
"2783",2003,8,"2003-08-11","NAPL",3,20,"I",10,43,31,NA
"2784",2003,8,"2003-08-11","NAPL",3,20,"I",13,28,31,NA
"2785",2003,8,"2003-08-11","NAPL",3,20,"I",13,57,31,NA
"2786",2003,8,"2003-08-11","NAPL",3,20,"I",15,33,31,NA
"2787",2003,8,"2003-08-11","NAPL",3,20,"I",15,35,31,NA
"2788",2003,8,"2003-08-11","NAPL",3,20,"I",31,65,31,NA
"2789",2003,8,"2003-08-11","NAPL",3,20,"I",50,72,31,NA
"2792",2003,8,"2003-08-11","NAPL",3,20,"O",5,32,31,NA
"2793",2003,8,"2003-08-11","NAPL",3,20,"O",6,34,31,NA
"2794",2003,8,"2003-08-11","NAPL",3,20,"O",6,37,31,NA
"2795",2003,8,"2003-08-11","NAPL",3,20,"O",6,41,31,NA
"2796",2003,8,"2003-08-11","NAPL",3,20,"O",7,37,31,NA
"2797",2003,8,"2003-08-11","NAPL",3,20,"O",8,36,31,NA
"2798",2003,8,"2003-08-11","NAPL",3,20,"O",9,42,31,NA
"2799",2003,8,"2003-08-11","NAPL",3,20,"O",16,47,31,NA
"2800",2003,8,"2003-08-11","NAPL",3,20,"O",28,47,31,NA
"2801",2003,8,"2003-08-11","NAPL",3,20,"O",40,57,31,NA
"2803",2003,8,"2003-08-11","NAPL",3,40,"O",19,62,31,NA
"2804",2003,8,"2003-08-11","NAPL",3,40,"O",21,71,31,NA
"2810",2003,8,"2003-08-11","NAPL",4,20,"I",4,10,19,NA
"2811",2003,8,"2003-08-11","NAPL",4,20,"I",4,15,19,NA
"2812",2003,8,"2003-08-11","NAPL",4,20,"I",4,20,19,NA
"2813",2003,8,"2003-08-11","NAPL",4,20,"I",4,25,19,NA
"2814",2003,8,"2003-08-11","NAPL",4,20,"I",5,30,19,NA
"2815",2003,8,"2003-08-11","NAPL",4,20,"I",6,15,19,NA
"2816",2003,8,"2003-08-11","NAPL",4,20,"I",7,20,19,NA
"2817",2003,8,"2003-08-11","NAPL",4,20,"I",7,45,19,NA
"2818",2003,8,"2003-08-11","NAPL",4,20,"I",9,20,19,NA
"2819",2003,8,"2003-08-11","NAPL",4,20,"I",10,20,19,NA
"2820",2003,8,"2003-08-11","NAPL",4,20,"I",14,40,19,NA
"2821",2003,8,"2003-08-11","NAPL",4,20,"I",15,30,19,NA
"2822",2003,8,"2003-08-11","NAPL",4,20,"I",15,35,19,NA
"2847",2003,8,"2003-08-11","NAPL",4,20,"I",4,10,19,NA
"2848",2003,8,"2003-08-11","NAPL",4,20,"O",6,40,19,NA
"2849",2003,8,"2003-08-11","NAPL",4,20,"O",7,30,19,NA
"2850",2003,8,"2003-08-11","NAPL",4,20,"O",9,30,19,NA
"2851",2003,8,"2003-08-11","NAPL",4,20,"O",10,35,19,NA
"2852",2003,8,"2003-08-11","NAPL",4,20,"O",16,60,19,NA
"2868",2003,8,"2003-08-11","NAPL",4,20,"O",4,10,19,NA
"2869",2003,8,"2003-08-11","NAPL",4,20,"O",4,20,19,NA
"2870",2003,8,"2003-08-11","NAPL",4,20,"O",4,20,19,NA
"2872",2003,8,"2003-08-11","NAPL",4,40,"I",4,20,19,NA
"2873",2003,8,"2003-08-11","NAPL",4,40,"I",6,35,19,NA
"2874",2003,8,"2003-08-11","NAPL",4,40,"I",11,40,19,NA
"2875",2003,8,"2003-08-11","NAPL",4,40,"I",14,40,19,NA
"2876",2003,8,"2003-08-11","NAPL",4,40,"I",21,50,19,NA
"2878",2003,8,"2003-08-11","NAPL",4,40,"O",4,15,19,NA
"2879",2003,8,"2003-08-11","NAPL",4,40,"O",5,5,19,NA
"2880",2003,8,"2003-08-11","NAPL",4,40,"O",5,25,19,NA
"2881",2003,8,"2003-08-11","NAPL",4,40,"O",6,10,19,NA
"2882",2003,8,"2003-08-11","NAPL",4,40,"O",12,50,19,NA
"2883",2003,8,"2003-08-11","NAPL",4,40,"O",20,50,19,NA
"2884",2003,8,"2003-08-11","NAPL",4,40,"O",22,40,19,NA
"2894",2003,8,"2003-08-12","NAPL",5,20,"I",6,29,31,NA
"2895",2003,8,"2003-08-11","NAPL",5,20,"I",6,31,31,NA
"2896",2003,8,"2003-08-11","NAPL",5,20,"I",6,36,31,NA
"2897",2003,8,"2003-08-11","NAPL",5,20,"I",10,39,31,NA
"2898",2003,8,"2003-08-12","NAPL",5,20,"I",10,47,31,NA
"2899",2003,8,"2003-08-12","NAPL",5,20,"I",12,54,31,NA
"2900",2003,8,"2003-08-12","NAPL",5,20,"I",13,40,31,NA
"2901",2003,8,"2003-08-12","NAPL",5,20,"I",15,61,31,NA
"2902",2003,8,"2003-08-12","NAPL",5,20,"I",16,67,31,NA
"2903",2003,8,"2003-08-12","NAPL",5,20,"I",27,38,31,NA
"2904",2003,8,"2003-08-12","NAPL",5,20,"I",29,54,31,NA
"2905",2003,8,"2003-08-12","NAPL",5,20,"I",29,77,31,NA
"2906",2003,8,"2003-08-12","NAPL",5,20,"I",32,65,31,NA
"2908",2003,8,"2003-08-12","NAPL",5,20,"O",5,14,31,NA
"2909",2003,8,"2003-08-12","NAPL",5,20,"O",8,19,31,NA
"2910",2003,8,"2003-08-12","NAPL",5,20,"O",9,12,31,NA
"2911",2003,8,"2003-08-12","NAPL",5,20,"O",10,17,31,NA
"2912",2003,8,"2003-08-12","NAPL",5,20,"O",18,29,31,NA
"2913",2003,8,"2003-08-12","NAPL",5,20,"O",25,41,31,NA
"2914",2003,8,"2003-08-12","NAPL",5,20,"O",33,51,31,NA
"2915",2003,8,"2003-08-12","NAPL",5,20,"O",65,76,31,NA
"2918",2003,8,"2003-08-12","NAPL",5,40,"I",8,30,31,NA
"2919",2003,8,"2003-08-12","NAPL",5,40,"I",9,40,31,NA
"2920",2003,8,"2003-08-12","NAPL",5,40,"I",10,30,31,NA
"2921",2003,8,"2003-08-12","NAPL",5,40,"I",12,40,31,NA
"2922",2003,8,"2003-08-12","NAPL",5,40,"I",36,71,31,NA
"2923",2003,8,"2003-08-12","NAPL",5,40,"I",37,95,31,NA
"2924",2003,8,"2003-08-12","NAPL",5,40,"I",76,105,31,NA
"2929",2003,8,"2003-08-12","NAPL",5,40,"O",6,23,31,NA
"2930",2003,8,"2003-08-12","NAPL",5,40,"O",6,32,31,NA
"2931",2003,8,"2003-08-12","NAPL",5,40,"O",8,29,31,NA
"2932",2003,8,"2003-08-12","NAPL",5,40,"O",9,30,31,NA
"2933",2003,8,"2003-08-12","NAPL",5,40,"O",10,45,31,NA
"2934",2003,8,"2003-08-12","NAPL",5,40,"O",10,61,31,NA
"2935",2003,8,"2003-08-12","NAPL",5,40,"O",13,35,31,NA
"2936",2003,8,"2003-08-12","NAPL",5,40,"O",13,64,31,NA
"2937",2003,8,"2003-08-12","NAPL",5,40,"O",15,64,31,NA
"2938",2003,8,"2003-08-12","NAPL",5,40,"O",18,38,31,NA
"2939",2003,8,"2003-08-12","NAPL",5,40,"O",19,35,31,NA
"2940",2003,8,"2003-08-12","NAPL",5,40,"O",20,24,31,NA
"2941",2003,8,"2003-08-12","NAPL",5,40,"O",25,48,31,NA
"2942",2003,8,"2003-08-12","NAPL",5,40,"O",32,54,31,NA
"2943",2003,8,"2003-08-12","NAPL",5,40,"O",35,52,31,NA
"2944",2003,8,"2003-08-12","NAPL",5,40,"O",45,59,31,NA
"2945",2003,8,"2003-08-12","NAPL",5,40,"O",68,65,31,NA
"2958",2003,8,"2003-08-12","NAPL",6,20,"O",4,30,19,NA
"2959",2003,8,"2003-08-12","NAPL",6,20,"O",5,30,19,NA
"2960",2003,8,"2003-08-12","NAPL",6,20,"O",7,20,19,NA
"2961",2003,8,"2003-08-12","NAPL",6,20,"O",7,25,19,NA
"2962",2003,8,"2003-08-12","NAPL",6,20,"O",9,30,19,NA
"2977",2003,8,"2003-08-12","NAPL",6,40,"I",4,30,19,NA
"2978",2003,8,"2003-08-12","NAPL",6,40,"I",5,25,19,NA
"2979",2003,8,"2003-08-12","NAPL",6,40,"I",5,30,19,NA
"2980",2003,8,"2003-08-12","NAPL",6,40,"I",7,20,19,NA
"2981",2003,8,"2003-08-12","NAPL",6,40,"I",8,20,19,NA
"2982",2003,8,"2003-08-12","NAPL",6,40,"I",8,50,19,NA
"2998",2003,8,"2003-08-12","NAPL",6,40,"O",5,35,19,NA
"2999",2003,8,"2003-08-12","NAPL",6,40,"O",6,20,19,NA
"3000",2003,8,"2003-08-12","NAPL",6,40,"O",6,25,19,NA
"3001",2003,8,"2003-08-12","NAPL",6,40,"O",6,40,19,NA
"3002",2003,8,"2003-08-12","NAPL",6,40,"O",7,30,19,NA
"3003",2003,8,"2003-08-12","NAPL",6,40,"O",7,35,19,NA
"3004",2003,8,"2003-08-12","NAPL",6,40,"O",10,40,19,NA
"3005",2003,8,"2003-08-12","NAPL",6,40,"O",13,50,19,NA
"3006",2003,8,"2003-08-12","NAPL",6,40,"O",16,45,19,NA
"3007",2003,8,"2003-08-12","NAPL",6,40,"O",17,35,19,NA
"3019",2003,8,"2003-08-12","NAPL",6,40,"O",5,25,19,NA
"3020",2003,8,"2003-08-12","NAPL",6,40,"O",5,30,19,NA
"3021",2003,8,"2003-08-12","NAPL",6,40,"O",5,30,19,NA
"3023",2003,8,"2003-08-12","NAPL",7,20,"I",10,34,31,NA
"3024",2003,8,"2003-08-12","NAPL",7,20,"I",42,110,31,NA
"3027",2003,8,"2003-08-12","NAPL",7,20,"O",12,31,31,NA
"3028",2003,8,"2003-08-12","NAPL",7,20,"O",47,61,31,NA
"3029",2003,8,"2003-08-12","NAPL",7,20,"O",67,84,31,NA
"3030",2003,8,"2003-08-12","NAPL",7,20,"O",68,71,31,NA
"3033",2003,8,"2003-08-12","NAPL",7,40,"I",3,55,31,NA
"3034",2003,8,"2003-08-12","NAPL",7,40,"I",6,32,31,NA
"3035",2003,8,"2003-08-12","NAPL",7,40,"I",7,23,31,NA
"3036",2003,8,"2003-08-12","NAPL",7,40,"I",13,67,31,NA
"3037",2003,8,"2003-08-12","NAPL",7,40,"I",14,33,31,NA
"3038",2003,8,"2003-08-12","NAPL",7,40,"I",31,5,31,NA
"3039",2003,8,"2003-08-12","NAPL",7,40,"I",32,5,31,NA
"3045",2003,8,"2003-08-12","NAPL",7,40,"O",5,15,31,NA
"3046",2003,8,"2003-08-12","NAPL",7,40,"O",5,17,31,NA
"3047",2003,8,"2003-08-12","NAPL",7,40,"O",6,23,31,NA
"3048",2003,8,"2003-08-12","NAPL",7,40,"O",7,54,31,NA
"3049",2003,8,"2003-08-12","NAPL",7,40,"O",8,54,31,NA
"3050",2003,8,"2003-08-12","NAPL",7,40,"O",9,44,31,NA
"3051",2003,8,"2003-08-12","NAPL",7,40,"O",9,45,31,NA
"3052",2003,8,"2003-08-12","NAPL",7,40,"O",10,54,31,NA
"3053",2003,8,"2003-08-12","NAPL",7,40,"O",11,43,31,NA
"3054",2003,8,"2003-08-12","NAPL",7,40,"O",16,13,31,NA
"3055",2003,8,"2003-08-12","NAPL",7,40,"O",22,67,31,NA
"3056",2003,8,"2003-08-12","NAPL",7,40,"O",23,66,31,NA
"3057",2003,8,"2003-08-12","NAPL",7,40,"O",27,34,31,NA
"3062",2003,8,"2003-08-12","NAPL",7,40,"O",11,43,31,NA
"3064",2003,8,"2003-08-12","NAPL",8,20,"I",4,30,19,NA
"3065",2003,8,"2003-08-12","NAPL",8,20,"I",5,15,19,NA
"3066",2003,8,"2003-08-12","NAPL",8,20,"I",5,20,19,NA
"3067",2003,8,"2003-08-12","NAPL",8,20,"I",6,30,19,NA
"3068",2003,8,"2003-08-12","NAPL",8,20,"I",7,25,19,NA
"3069",2003,8,"2003-08-12","NAPL",8,20,"I",8,20,19,NA
"3070",2003,8,"2003-08-12","NAPL",8,20,"I",13,50,19,NA
"3071",2003,8,"2003-08-12","NAPL",8,20,"I",24,60,19,NA
"3082",2003,8,"2003-08-12","NAPL",8,20,"I",5,15,19,NA
"3083",2003,8,"2003-08-12","NAPL",8,20,"O",5,35,19,NA
"3084",2003,8,"2003-08-12","NAPL",8,20,"O",7,30,19,NA
"3085",2003,8,"2003-08-12","NAPL",8,20,"O",8,40,19,NA
"3086",2003,8,"2003-08-12","NAPL",8,20,"O",12,35,19,NA
"3087",2003,8,"2003-08-12","NAPL",8,20,"O",13,45,19,NA
"3088",2003,8,"2003-08-12","NAPL",8,20,"O",16,35,19,NA
"3094",2003,8,"2003-08-12","NAPL",8,20,"O",5,20,19,NA
"3095",2003,8,"2003-08-12","NAPL",8,20,"O",6,30,19,NA
"3096",2003,8,"2003-08-12","NAPL",8,20,"O",7,25,19,NA
"3098",2003,8,"2003-08-12","NAPL",8,40,"I",5,40,19,NA
"3099",2003,8,"2003-08-12","NAPL",8,40,"I",6,30,19,NA
"3100",2003,8,"2003-08-12","NAPL",8,40,"I",8,50,19,NA
"3101",2003,8,"2003-08-12","NAPL",8,40,"I",11,20,19,NA
"3106",2003,8,"2003-08-12","NAPL",8,40,"O",5,25,19,NA
"3107",2003,8,"2003-08-12","NAPL",8,40,"O",6,15,19,NA
"3108",2003,8,"2003-08-12","NAPL",8,40,"O",8,15,19,NA
"3109",2003,8,"2003-08-12","NAPL",8,40,"O",8,25,19,NA
"3125",2004,7,"2004-07-22","ABUR",1,40,"I",6,25,31,NA
"3126",2004,7,"2004-07-22","ABUR",1,40,"I",16,29,31,NA
"3128",2004,7,"2004-07-22","ABUR",1,40,"O",6,31,31,NA
"3140",2004,7,"2004-07-22","ABUR",2,20,"I",0,0,19,"NO KELP"
"3141",2004,7,"2004-07-22","ABUR",2,40,"I",0,0,19,"NO KELP"
"3142",2004,7,"2004-07-26","AHND",1,20,"I",0,0,31,"NO KELP"
"3143",2004,7,"2004-07-26","AHND",1,40,"I",0,0,31,"NO KELP"
"3145",2004,7,"2004-07-26","AHND",2,20,"I",27,77,31,NA
"3146",2004,7,"2004-07-26","AHND",2,20,"I",40,66,31,NA
"3148",2004,7,"2004-07-26","AHND",2,20,"O",7,59,31,NA
"3149",2004,7,"2004-07-26","AHND",2,20,"O",9,49,31,NA
"3150",2004,7,"2004-07-26","AHND",2,20,"O",13,58,31,NA
"3151",2004,7,"2004-07-26","AHND",2,40,"I",21,53,31,NA
"3152",2004,7,"2004-07-26","AHND",2,40,"I",32,64,31,NA
"3153",2004,7,"2004-07-26","AHND",2,40,"I",33,69,31,NA
"3154",2004,7,"2004-07-26","AHND",2,40,"I",40,82,31,NA
"3155",2004,7,"2004-07-26","AHND",2,40,"O",16,63,31,NA
"3156",2004,7,"2004-07-26","AHND",2,40,"O",24,56,31,NA
"3157",2004,7,"2004-07-26","AHND",2,40,"O",29,89,31,NA
"3159",2004,7,"2004-07-23","AQUE",1,20,"I",4,11,35,NA
"3160",2004,7,"2004-07-23","AQUE",1,20,"I",4,13,35,NA
"3161",2004,7,"2004-07-23","AQUE",1,20,"I",4,14,35,NA
"3162",2004,7,"2004-07-23","AQUE",1,20,"I",4,16,35,NA
"3163",2004,7,"2004-07-23","AQUE",1,20,"I",5,12,35,NA
"3164",2004,7,"2004-07-23","AQUE",1,20,"I",6,24,35,NA
"3165",2004,7,"2004-07-23","AQUE",1,20,"I",6,26,35,NA
"3195",2004,7,"2004-07-23","AQUE",1,20,"I",4,14,35,NA
"3196",2004,7,"2004-07-23","AQUE",1,20,"I",4,16,35,NA
"3197",2004,7,"2004-07-23","AQUE",1,20,"O",4,15,35,NA
"3198",2004,7,"2004-07-23","AQUE",1,20,"O",4,18,35,NA
"3199",2004,7,"2004-07-23","AQUE",1,20,"O",4,19,35,NA
"3200",2004,7,"2004-07-23","AQUE",1,20,"O",4,22,35,NA
"3201",2004,7,"2004-07-23","AQUE",1,20,"O",5,15,35,NA
"3202",2004,7,"2004-07-23","AQUE",1,20,"O",5,16,35,NA
"3203",2004,7,"2004-07-23","AQUE",1,20,"O",6,12,35,NA
"3204",2004,7,"2004-07-23","AQUE",1,20,"O",6,19,35,NA
"3205",2004,7,"2004-07-23","AQUE",1,20,"O",6,20,35,NA
"3206",2004,7,"2004-07-23","AQUE",1,20,"O",7,37,35,NA
"3207",2004,7,"2004-07-23","AQUE",1,20,"O",10,18,35,NA
"3238",2004,7,"2004-07-23","AQUE",1,20,"O",4,15,35,NA
"3239",2004,7,"2004-07-23","AQUE",1,20,"O",5,12,35,NA
"3240",2004,7,"2004-07-23","AQUE",1,20,"O",6,19,35,NA
"3241",2004,7,"2004-07-23","AQUE",1,20,"O",6,24,35,NA
"3243",2004,7,"2004-07-23","AQUE",1,40,"I",4,10,35,NA
"3244",2004,7,"2004-07-23","AQUE",1,40,"I",4,14,35,NA
"3245",2004,7,"2004-07-23","AQUE",1,40,"I",4,22,35,NA
"3246",2004,7,"2004-07-23","AQUE",1,40,"I",13,66,35,NA
"3247",2004,7,"2004-07-23","AQUE",1,40,"I",18,49,35,NA
"3248",2004,7,"2004-07-23","AQUE",1,40,"I",25,92,35,NA
"3279",2004,7,"2004-07-23","AQUE",1,40,"O",6,13,35,NA
"3280",2004,7,"2004-07-23","AQUE",1,40,"O",31,86,35,NA
"3281",2004,7,"2004-07-23","AQUE",1,40,"O",40,130,35,NA
"3299",2004,7,"2004-07-23","AQUE",2,20,"I",20,62,35,NA
"3300",2004,7,"2004-07-23","AQUE",2,20,"I",21,56,35,NA
"3301",2004,7,"2004-07-23","AQUE",2,20,"I",32,54,35,NA
"3302",2004,7,"2004-07-23","AQUE",2,20,"I",55,89,35,NA
"3303",2004,7,"2004-07-23","AQUE",2,20,"I",115,117,35,NA
"3304",2004,7,"2004-07-23","AQUE",2,20,"O",20,58,35,NA
"3305",2004,7,"2004-07-23","AQUE",2,20,"O",21,75,35,NA
"3306",2004,7,"2004-07-23","AQUE",2,20,"O",24,65,35,NA
"3307",2004,7,"2004-07-23","AQUE",2,20,"O",26,49,35,NA
"3309",2004,7,"2004-07-23","AQUE",2,40,"I",6,36,35,NA
"3310",2004,7,"2004-07-23","AQUE",2,40,"I",65,100,35,NA
"3321",2004,7,"2004-07-23","AQUE",2,40,"O",4,15,35,NA
"3322",2004,7,"2004-07-23","AQUE",2,40,"O",6,32,35,NA
"3323",2004,7,"2004-07-23","AQUE",2,40,"O",12,25,35,NA
"3324",2004,7,"2004-07-23","AQUE",2,40,"O",16,71,35,NA
"3351",2004,7,"2004-07-23","AQUE",3,20,"I",7,69,31,NA
"3352",2004,7,"2004-07-23","AQUE",3,20,"I",9,58,31,NA
"3353",2004,7,"2004-07-23","AQUE",3,20,"I",14,44,31,NA
"3354",2004,7,"2004-07-23","AQUE",3,20,"I",24,90,31,NA
"3355",2004,7,"2004-07-23","AQUE",3,20,"I",73,140,31,NA
"3356",2004,7,"2004-07-23","AQUE",3,20,"I",141,175,31,NA
"3357",2004,7,"2004-07-23","AQUE",3,20,"O",8,46,31,NA
"3358",2004,7,"2004-07-23","AQUE",3,20,"O",9,60,31,NA
"3359",2004,7,"2004-07-23","AQUE",3,20,"O",11,58,31,NA
"3360",2004,7,"2004-07-23","AQUE",3,20,"O",12,84,31,NA
"3361",2004,7,"2004-07-23","AQUE",3,20,"O",26,74,31,NA
"3362",2004,7,"2004-07-23","AQUE",3,20,"O",194,196,31,NA
"3363",2004,7,"2004-07-23","AQUE",3,40,"I",16,46,31,NA
"3364",2004,7,"2004-07-23","AQUE",3,40,"I",23,75,31,NA
"3365",2004,7,"2004-07-23","AQUE",3,40,"I",43,168,31,NA
"3366",2004,7,"2004-07-23","AQUE",3,40,"O",0,0,31,"NO KELP"
"3368",2004,7,"2004-07-24","AQUE",4,20,"I",63,114,31,NA
"3369",2004,7,"2004-07-24","AQUE",4,20,"O",9,60,31,NA
"3370",2004,7,"2004-07-24","AQUE",4,40,"I",41,72,31,NA
"3371",2004,7,"2004-07-24","AQUE",4,40,"O",16,86,31,NA
"3373",2004,7,"2004-07-23","AQUE",5,20,"I",6,23,31,NA
"3374",2004,7,"2004-07-23","AQUE",5,20,"I",9,30,31,NA
"3375",2004,7,"2004-07-23","AQUE",5,20,"I",27,72,31,NA
"3376",2004,7,"2004-07-23","AQUE",5,20,"I",38,65,31,NA
"3377",2004,7,"2004-07-23","AQUE",5,20,"O",6,72,31,NA
"3378",2004,7,"2004-07-23","AQUE",5,20,"O",7,36,31,NA
"3379",2004,7,"2004-07-23","AQUE",5,20,"O",9,31,31,NA
"3380",2004,7,"2004-07-23","AQUE",5,20,"O",9,83,31,NA
"3381",2004,7,"2004-07-23","AQUE",5,20,"O",10,35,31,NA
"3382",2004,7,"2004-07-23","AQUE",5,20,"O",18,48,31,NA
"3383",2004,7,"2004-07-23","AQUE",5,20,"O",24,34,31,NA
"3384",2004,7,"2004-07-23","AQUE",5,20,"O",36,73,31,NA
"3387",2004,7,"2004-07-23","AQUE",5,40,"I",9,26,31,NA
"3388",2004,7,"2004-07-23","AQUE",5,40,"I",11,29,31,NA
"3389",2004,7,"2004-07-23","AQUE",5,40,"I",12,45,31,NA
"3390",2004,7,"2004-07-23","AQUE",5,40,"I",19,50,31,NA
"3391",2004,7,"2004-07-23","AQUE",5,40,"I",19,60,31,NA
"3392",2004,7,"2004-07-23","AQUE",5,40,"I",29,73,31,NA
"3393",2004,7,"2004-07-23","AQUE",5,40,"I",30,49,31,NA
"3394",2004,7,"2004-07-23","AQUE",5,40,"I",33,65,31,NA
"3395",2004,7,"2004-07-23","AQUE",5,40,"I",39,28,31,NA
"3398",2004,7,"2004-07-23","AQUE",5,40,"O",5,23,31,NA
"3399",2004,7,"2004-07-23","AQUE",5,40,"O",6,32,31,NA
"3400",2004,7,"2004-07-23","AQUE",5,40,"O",8,27,31,NA
"3401",2004,7,"2004-07-23","AQUE",5,40,"O",9,25,31,NA
"3402",2004,7,"2004-07-23","AQUE",5,40,"O",18,65,31,NA
"3403",2004,7,"2004-07-23","AQUE",5,40,"O",37,103,31,NA
"3408",2004,7,"2004-07-23","AQUE",5,40,"O",8,27,31,NA
"3409",2004,7,"2004-07-23","AQUE",6,20,"I",8,32,35,NA
"3410",2004,7,"2004-07-23","AQUE",6,20,"I",9,67,35,NA
"3411",2004,7,"2004-07-23","AQUE",6,20,"I",27,55,35,NA
"3412",2004,7,"2004-07-23","AQUE",6,20,"I",30,76,35,NA
"3413",2004,7,"2004-07-23","AQUE",6,20,"I",34,74,35,NA
"3414",2004,7,"2004-07-23","AQUE",6,20,"I",37,87,35,NA
"3415",2004,7,"2004-07-23","AQUE",6,20,"O",5,20,35,NA
"3416",2004,7,"2004-07-23","AQUE",6,20,"O",6,22,35,NA
"3417",2004,7,"2004-07-23","AQUE",6,20,"O",6,25,35,NA
"3418",2004,7,"2004-07-23","AQUE",6,20,"O",6,34,35,NA
"3419",2004,7,"2004-07-23","AQUE",6,20,"O",7,45,35,NA
"3420",2004,7,"2004-07-23","AQUE",6,20,"O",20,47,35,NA
"3421",2004,7,"2004-07-23","AQUE",6,20,"O",28,48,35,NA
"3422",2004,7,"2004-07-23","AQUE",6,20,"O",32,77,35,NA
"3423",2004,7,"2004-07-23","AQUE",6,40,"I",4,27,35,NA
"3424",2004,7,"2004-07-23","AQUE",6,40,"I",5,24,35,NA
"3425",2004,7,"2004-07-23","AQUE",6,40,"I",6,32,35,NA
"3426",2004,7,"2004-07-23","AQUE",6,40,"I",8,30,35,NA
"3427",2004,7,"2004-07-23","AQUE",6,40,"I",15,65,35,NA
